id,team_id,name,nameEn,number,position,nationality,age,height,weight,marketValue,club
629,27,"Milad Mohammadi",,5,后卫,,,,1993-09-29,,,"Persepolis FC"
630,27,"Saeid Ezatolahi",,6,中场,,,,1996-10-01,,,"Shabab Al Ahli Club"
631,27,"Alireza Jahanbakhsh",,7,中场,,,,1993-08-11,,,"FCV Dender EH"
632,27,"Mohammad Mohebi",,8,中场,,,,1998-12-20,,,"FC Rostov"
633,27,"Mehdi Taremi",,9,前锋,,,,1992-07-18,,,"Olympiacos FC"
634,27,"Mehdi Ghayedi",,10,前锋,,,,1998-12-05,,,"Al Nasr SC"
635,27,"Ali Alipour",,11,前锋,,,,1995-11-11,,,"Persepolis FC"
636,27,"Payam Niazmand",,12,守门员,,,,1995-04-06,,,"Persepolis FC"
637,27,"Hossein Kanaanizadegan",,13,后卫,,,,1994-03-23,,,"Persepolis FC"
638,27,"Saman Ghoddos",,14,中场,,,,1993-09-06,,,"Al Ittihad Kalba SCC"
639,27,"Rouzbeh Cheshmi",,15,中场,,,,1993-07-24,,,"Esteghlal Tehran FC"
640,27,"Mehdi Torabi",,16,中场,,,,1994-09-10,,,"Tractor Sazi Tabriz FC"
641,27,"Aria Yousefi",,17,后卫,,,,2002-04-22,,,"Sepahan SC"
642,27,"Amirhossein Hosseinzadeh",,18,前锋,,,,2000-10-30,,,"Tractor Sazi Tabriz FC"
643,27,"Ali Nemati",,19,后卫,,,,1996-02-08,,,"Foolad Khuzestan FC"
644,27,"Shahriyar Moghanlou",,20,前锋,,,,1994-12-21,,,"Al Ittihad Kalba SCC"
645,27,"Mohammad Ghorbani",,21,中场,,,,2001-10-07,,,"Al Wahda SC"
646,27,"Hossein Hosseini",,22,守门员,,,,1992-06-30,,,"Sepahan SC"
647,27,"Ramin Rezaeian",,23,后卫,,,,1990-03-21,,,"Foolad Khuzestan FC"
648,27,"Dennis Eckert",,24,前锋,,,,1997-01-09,,,"Standard Liège"
649,27,"Danial Eiri",,25,后卫,,,,2003-10-26,,,"Malavan Anzali FC"
650,27,"Amirmohammad Razzaghinia",,26,中场,,,,2006-04-11,,,"Esteghlal Tehran FC"
651,28,"Max Crocombe",,1,守门员,,,,1993-08-12,,,"Millwall FC"
652,28,"Tim Payne",,2,后卫,,,,1994-01-10,,,"Wellington Phoenix FC"
653,28,"Francis de Vries",,3,后卫,,,,1994-11-28,,,"Auckland FC"
654,28,"Tyler Bindon",,4,后卫,,,,2005-01-27,,,"Sheffield United FC"
655,28,"Michael Boxall",,5,后卫,,,,1988-08-18,,,"Minnesota United FC"
656,28,"Joe Bell",,6,中场,,,,1999-04-27,,,"Viking Stavanger"
657,28,"Matthew Garbett",,7,中场,,,,2002-04-13,,,"Peterborough United FC"
658,28,"Marko Stamenić",,8,中场,,,,2002-02-19,,,"Swansea City AFC"
659,28,"Chris Wood",,9,前锋,,,,1991-12-07,,,"Nottingham Forest FC"
660,28,"Sarpreet Singh",,10,中场,,,,1999-02-20,,,"Wellington Phoenix FC"
661,28,"Elijah Just",,11,中场,,,,2000-05-01,,,"Motherwell FC"
662,28,"Alex Paulsen",,12,守门员,,,,2002-07-04,,,"Lechia Gdańsk"
663,28,"Liberato Cacace",,13,后卫,,,,2000-09-27,,,"Wrexham AFC"
664,28,"Alex Rufer",,14,中场,,,,1996-06-12,,,"Wellington Phoenix FC"
665,28,"Nando Pijnaker",,15,后卫,,,,1999-02-25,,,"Auckland FC"
666,28,"Finn Surman",,16,后卫,,,,2003-09-23,,,"Portland Timbers"
667,28,"Kosta Barbarouses",,17,前锋,,,,1990-02-19,,,"WS Wanderers FC"
668,28,"Ben Waine",,18,前锋,,,,2001-06-11,,,"Port Vale FC"
669,28,"Ben Old",,19,中场,,,,2002-08-13,,,"AS Saint-Etienne"
670,28,"Callum McCowatt",,20,中场,,,,1999-04-30,,,"Silkeborg IF"
671,28,"Jesse Randall",,21,前锋,,,,2002-08-19,,,"Auckland FC"
672,28,"Michael Woud",,22,守门员,,,,1999-01-16,,,"Auckland FC"
673,28,"Ryan Thomas",,23,中场,,,,1994-12-20,,,"PEC Zwolle"
674,28,"Callan Elliot",,24,后卫,,,,1999-07-07,,,"Auckland FC"
675,28,"Lachlan Bayliss",,25,中场,,,,2002-07-24,,,"Newcastle United Jets FC"
676,28,"Tommy Smith",,26,后卫,,,,1990-03-31,,,"Braintree Town FC"
677,30,"Vozinha",,1,守门员,,,,1986-06-03,,,"GD Chaves"
678,30,"Stopira",,2,后卫,,,,1988-05-20,,,"SCU Torreense"
679,30,"Diney",,3,后卫,,,,1995-01-17,,,"Al Bataeh Club"
680,30,"Roberto Lopes",,4,后卫,,,,1992-06-17,,,"Shamrock Rovers FC"
681,30,"Logan Costa",,5,后卫,,,,2001-04-01,,,"Villarreal CF"
682,30,"Kevin Pina",,6,中场,,,,1997-01-27,,,"FC Krasnodar"
683,30,"Jovane Cabral",,7,中场,,,,1998-06-14,,,"CF Estrela Da Amadora"
684,30,"João Paulo",,8,中场,,,,1998-05-26,,,"FC FCSB"
685,30,"Gilson Benchimol",,9,前锋,,,,2001-12-29,,,"FC Akron Tolyatti"
686,30,"Jamiro Monteiro",,10,中场,,,,1993-11-23,,,"PEC Zwolle"
687,30,"Garry Rodrigues",,11,中场,,,,1990-11-27,,,"Apollon Limassol"
688,30,"Márcio Rosa",,12,守门员,,,,1997-02-23,,,"PFC Montana"
689,30,"Sidny Lopes Cabral",,13,后卫,,,,2002-09-18,,,"SL Benfica"
690,30,"Deroy Duarte",,14,中场,,,,1999-07-04,,,"PFC Ludogorets Razgrad"
691,30,"Laros Duarte",,15,中场,,,,1997-02-28,,,"Puskás Akadémia FC"
692,30,"Yannick Semedo",,16,中场,,,,1995-12-29,,,"SC Farense"
693,30,"Willy Semedo",,17,中场,,,,1994-04-27,,,"AC Omonia"
694,30,"Telmo Arcanjo",,18,中场,,,,2001-06-21,,,"Vitória SC"
695,30,"Dailon Livramento",,19,前锋,,,,2001-05-04,,,"Casa Pia AC"
696,30,"Ryan Mendes",,20,前锋,,,,1990-01-08,,,"Iğdır FK"
697,30,"Nuno da Costa",,21,中场,,,,1991-02-10,,,"Başakşehir FK"
698,30,"Steven Moreira",,22,后卫,,,,1994-08-13,,,"Columbus Crew"
699,30,"CJ dos Santos",,23,守门员,,,,2000-08-24,,,"San Diego FC"
700,30,"Wagner Pina",,24,后卫,,,,2002-11-03,,,"Trabzonspor"
701,30,"Kelvin Pires",,25,后卫,,,,2000-06-05,,,"SJK"
702,30,"Hélio Varela",,26,中场,,,,2002-05-03,,,"Maccabi Tel-Aviv FC"
703,31,"Nawaf Al-Aqidi",,1,守门员,,,,2000-05-10,,,"Al Nassr FC"
704,31,"Ali Majrashi",,2,后卫,,,,1999-10-02,,,"Al Ahli FC"
705,31,"Ali Lajami",,3,后卫,,,,1996-04-24,,,"Al Hilal SC"
706,31,"Abdulelah Al-Amri",,4,后卫,,,,1997-01-15,,,"Al Nassr FC"
707,31,"Hassan Al-Tambakti",,5,后卫,,,,1999-02-09,,,"Al Hilal SC"
708,31,"Nasser Al-Dawsari",,6,中场,,,,1998-12-19,,,"Al Hilal SC"
709,31,"Musab Al-Juwayr",,7,中场,,,,2003-06-20,,,"Al Qadsiah FC"
710,31,"Ayman Yahya",,8,前锋,,,,2001-05-14,,,"Al Nassr FC"
711,31,"Firas Al-Buraikan",,9,前锋,,,,2000-05-14,,,"Al Ahli FC"
712,31,"Salem Al-Dawsari",,10,前锋,,,,1991-08-19,,,"Al Hilal SC"
713,31,"Saleh Al-Shehri",,11,前锋,,,,1993-11-01,,,"Al Ittihad"
714,31,"Saud Abdulhamid",,12,后卫,,,,1999-07-18,,,"RC Lens"
715,31,"Nawaf Boushal",,13,后卫,,,,1999-09-16,,,"Al Nassr FC"
716,31,"Hassan Kadesh",,14,后卫,,,,1992-09-26,,,"Al Ittihad"
717,31,"Abdullah Al-Khaibari",,15,中场,,,,1996-08-16,,,"Al Nassr FC"
718,31,"Ziyad Al-Johani",,16,中场,,,,2001-11-11,,,"Al Ahli FC"
719,31,"Khalid Al-Ghannam",,17,前锋,,,,2000-11-08,,,"Al Ettifaq FC"
720,31,"Alaa Al-Hejji",,18,中场,,,,1995-12-03,,,"Neom SC"
721,31,"Abdullah Al-Hamdan",,19,前锋,,,,1999-09-13,,,"Al Nassr FC"
722,31,"Sultan Mandash",,20,前锋,,,,1994-10-17,,,"Al Hilal SC"
723,31,"Mohammed Al-Owais",,21,守门员,,,,1991-10-10,,,"Al Ula Saudi FC"
724,31,"Ahmed Al-Kassar",,22,守门员,,,,1991-05-08,,,"Al Qadsiah FC"
725,31,"Mohamed Kanno",,23,中场,,,,1994-09-22,,,"Al Hilal SC"
726,31,"Moteb Al-Harbi",,24,后卫,,,,2000-02-20,,,"Al Hilal SC"
727,31,"Jehad Thakri",,25,后卫,,,,2001-07-21,,,"Al Qadsiah FC"
728,31,"Mohammed Abu Al-Shamat",,26,后卫,,,,2002-08-11,,,"Al Qadsiah FC"
729,29,"David Raya",,1,守门员,,,,1995-09-15,,,"Arsenal FC"
730,29,"Marc Pubill",,2,后卫,,,,2003-06-20,,,"Atlético De Madrid"
731,29,"Álex Grimaldo",,3,后卫,,,,1995-09-20,,,"Bayer 04 Leverkusen"
732,29,"Eric García",,4,后卫,,,,2001-01-09,,,"FC Barcelona"
733,29,"Marcos Llorente",,5,后卫,,,,1995-01-30,,,"Atlético De Madrid"
734,29,"Mikel Merino",,6,中场,,,,1996-06-22,,,"Arsenal FC"
735,29,"Ferran Torres",,7,前锋,,,,2000-02-29,,,"FC Barcelona"
736,29,"Fabián Ruiz",,8,中场,,,,1996-04-03,,,"Paris Saint-Germain"
737,29,"Gavi",,9,中场,,,,2004-08-05,,,"FC Barcelona"
738,29,"Dani Olmo",,10,前锋,,,,1998-05-07,,,"FC Barcelona"
739,29,"Yéremy Pino",,11,前锋,,,,2002-10-20,,,"Crystal Palace FC"
740,29,"Pedro Porro",,12,后卫,,,,1999-09-13,,,"Tottenham Hotspur FC"
741,29,"Joan Garcia",,13,守门员,,,,2001-05-04,,,"FC Barcelona"
742,29,"Aymeric Laporte",,14,后卫,,,,1994-05-27,,,"Athletic Club"
743,29,"Álex Baena",,15,中场,,,,2001-07-20,,,"Atlético De Madrid"
744,29,"Rodri",,16,中场,,,,1996-06-22,,,"Manchester City FC"
745,29,"Nico Williams",,17,前锋,,,,2002-07-12,,,"Athletic Club"
746,29,"Martín Zubimendi",,18,中场,,,,1999-02-02,,,"Arsenal FC"
747,29,"Lamine Yamal",,19,前锋,,,,2007-07-13,,,"FC Barcelona"
748,29,"Pedri",,20,中场,,,,2002-11-25,,,"FC Barcelona"
749,29,"Mikel Oyarzabal",,21,前锋,,,,1997-04-21,,,"Real Sociedad"
750,29,"Pau Cubarsí",,22,后卫,,,,2007-01-22,,,"FC Barcelona"
751,29,"Unai Simón",,23,守门员,,,,1997-06-11,,,"Athletic Club"
752,29,"Marc Cucurella",,24,后卫,,,,1998-07-22,,,"Chelsea FC"
753,29,"Víctor Muñoz",,25,前锋,,,,2003-07-13,,,"CA Osasuna"
754,29,"Borja Iglesias",,26,前锋,,,,1993-01-17,,,"RC Celta Vigo"
755,32,"Sergio Rochet",,1,守门员,,,,1993-03-23,,,"SC Internacional"
756,32,"José Giménez",,2,后卫,,,,1995-01-20,,,"Atlético De Madrid"
757,32,"Sebastián Cáceres",,3,后卫,,,,1999-08-18,,,"Club América"
758,32,"Ronald Araújo",,4,后卫,,,,1999-03-07,,,"FC Barcelona"
759,32,"Manuel Ugarte",,5,中场,,,,2001-04-11,,,"Manchester United FC"
760,32,"Rodrigo Bentancur",,6,中场,,,,1997-06-25,,,"Tottenham Hotspur FC"
761,32,"Nicolás de la Cruz",,7,中场,,,,1997-06-01,,,"CR Flamengo"
762,32,"Federico Valverde",,8,中场,,,,1998-07-22,,,"Real Madrid C. F."
763,32,"Darwin Núñez",,9,前锋,,,,1999-06-24,,,"Al Hilal SC"
764,32,"Giorgian de Arrascaeta",,10,中场,,,,1994-06-01,,,"CR Flamengo"
765,32,"Facundo Pellistri",,11,前锋,,,,2001-12-20,,,"Panathinaikos FC"
766,32,"Santiago Mele",,12,守门员,,,,1997-09-06,,,"CF Monterrey"
767,32,"Guillermo Varela",,13,后卫,,,,1993-03-24,,,"CR Flamengo"
768,32,"Agustín Canobbio",,14,中场,,,,1998-10-01,,,"Fluminense FC"
769,32,"Emiliano Martínez",,15,中场,,,,1999-08-17,,,"SE Palmeiras"
770,32,"Mathías Olivera",,16,后卫,,,,1997-10-31,,,"SSC Napoli"
771,32,"Matías Viña",,17,后卫,,,,1997-11-09,,,"CA River Plate"
772,32,"Brian Rodríguez",,18,前锋,,,,2000-05-20,,,"Club América"
773,32,"Rodrigo Aguirre",,19,前锋,,,,1994-10-01,,,"Tigres UANL"
774,32,"Maximiliano Araújo",,20,中场,,,,2000-02-15,,,"Sporting CP"
775,32,"Federico Viñas",,21,前锋,,,,1998-06-30,,,"Real Oviedo"
776,32,"Joaquín Piquerez",,22,中场,,,,1998-08-24,,,"SE Palmeiras"
777,32,"Fernando Muslera",,23,守门员,,,,1986-06-16,,,"Estudiantes LP"
778,32,"Santiago Bueno",,24,后卫,,,,1998-11-09,,,"Wolverhampton Wanderers FC"
779,32,"Juan Manuel Sanabria",,25,中场,,,,2000-03-29,,,"Real Salt Lake"
780,32,"Rodrigo Zalazar",,26,中场,,,,1999-08-12,,,"SC Braga"
781,33,"Brice Samba",,1,守门员,,,,1994-04-25,,,"Stade Rennais FC"
782,33,"Malo Gusto",,2,后卫,,,,2003-05-19,,,"Chelsea FC"
783,33,"Lucas Digne",,3,后卫,,,,1993-07-20,,,"Aston Villa FC"
784,33,"Dayot Upamecano",,4,后卫,,,,1998-10-27,,,"FC Bayern München"
785,33,"Jules Koundé",,5,后卫,,,,1998-11-12,,,"FC Barcelona"
786,33,"Manu Koné",,6,中场,,,,2001-05-17,,,"AS Roma"
787,33,"Ousmane Dembélé",,7,前锋,,,,1997-05-15,,,"Paris Saint-Germain"
788,33,"Aurélien Tchouaméni",,8,中场,,,,2000-01-27,,,"Real Madrid C. F."
789,33,"Marcus Thuram",,9,前锋,,,,1997-08-06,,,"FC Internazionale Milano"
790,33,"Kylian Mbappé",,10,前锋,,,,1998-12-20,,,"Real Madrid C. F."
791,33,"Michael Olise",,11,前锋,,,,2001-12-12,,,"FC Bayern München"
792,33,"Bradley Barcola",,12,前锋,,,,2002-09-02,,,"Paris Saint-Germain"
793,33,"N'Golo Kanté",,13,中场,,,,1991-03-29,,,"Fenerbahçe SK"
794,33,"Adrien Rabiot",,14,中场,,,,1995-04-03,,,"AC Milan"
795,33,"Ibrahima Konaté",,15,后卫,,,,1999-05-25,,,"Liverpool FC"
796,33,"Mike Maignan",,16,守门员,,,,1995-07-03,,,"AC Milan"
797,33,"William Saliba",,17,后卫,,,,2001-03-24,,,"Arsenal FC"
798,33,"Warren Zaïre-Emery",,18,中场,,,,2006-03-08,,,"Paris Saint-Germain"
799,33,"Théo Hernandez",,19,后卫,,,,1997-10-06,,,"Al Hilal SC"
800,33,"Désiré Doué",,20,前锋,,,,2005-06-03,,,"Paris Saint-Germain"
801,33,"Lucas Hernandez",,21,后卫,,,,1996-02-14,,,"Paris Saint-Germain"
802,33,"Jean-Philippe Mateta",,22,前锋,,,,1997-06-28,,,"Crystal Palace FC"
803,33,"Robin Risser",,23,守门员,,,,2004-12-02,,,"RC Lens"
804,33,"Rayan Cherki",,24,中场,,,,2003-08-17,,,"Manchester City FC"
805,33,"Maghnes Akliouche",,25,中场,,,,2002-02-25,,,"AS Monaco"
806,33,"Maxence Lacroix",,26,后卫,,,,2000-04-06,,,"Crystal Palace FC"
807,35,"Fahad Talib",,1,守门员,,,,1994-10-21,,,"Al Talaba SC"
808,35,"Rebin Sulaka",,2,后卫,,,,1992-04-12,,,"Port FC"
809,35,"Hussein Ali",,3,后卫,,,,2002-03-01,,,"Pogoń Szczecin"
810,35,"Zaid Tahseen",,4,后卫,,,,2001-01-29,,,"Pakhtakor Tashkent FK"
811,35,"Akam Hashim",,5,后卫,,,,1998-08-16,,,"Al Zawra'a SC"
812,35,"Manaf Younis",,6,后卫,,,,1996-11-16,,,"Al Shorta SC"
813,35,"Youssef Amyn",,7,中场,,,,2003-08-21,,,"AEK Larnaca FC"
814,35,"Ibrahim Bayesh",,8,中场,,,,2000-05-01,,,"Al Dhafra SCC"
815,35,"Ali Al-Hamadi",,9,前锋,,,,2002-03-01,,,"Luton Town FC"
816,35,"Mohanad Ali",,10,前锋,,,,2000-06-20,,,"Dibba FC"
817,35,"Ahmed Qasem",,11,前锋,,,,2003-07-12,,,"Nashville SC"
818,35,"Jalal Hassan",,12,守门员,,,,1991-05-18,,,"Al Zawra'a SC"
819,35,"Ali Yousif",,13,前锋,,,,1996-01-19,,,"Al Talaba SC"
820,35,"Zidane Iqbal",,14,中场,,,,2003-04-27,,,"FC Utrecht"
821,35,"Ahmed Maknzi",,15,后卫,,,,2001-09-24,,,"Al Karma SC"
822,35,"Amir Al-Ammari",,16,中场,,,,1997-07-27,,,"KS Cracovia"
823,35,"Ali Jasim",,17,前锋,,,,2004-01-20,,,"Al Najmah SC"
824,35,"Aymen Hussein",,18,前锋,,,,1996-03-22,,,"Al Karma SC"
825,35,"Kevin Yakob",,19,中场,,,,2000-10-10,,,"Aarhus GF"
826,35,"Aimar Sher",,20,中场,,,,2002-12-20,,,"Sarpsborg 08 FF"
827,35,"Marko Farji",,21,前锋,,,,2004-03-16,,,"Venezia FC"
828,35,"Ahmed Basil",,22,守门员,,,,1996-08-19,,,"Al Shorta SC"
829,35,"Merchas Doski",,23,后卫,,,,1999-12-07,,,"FC Viktoria Plzeň"
830,35,"Zaid Ismail",,24,中场,,,,2002-01-03,,,"Al Talaba SC"
831,35,"Mustafa Saadoon",,25,后卫,,,,2001-05-25,,,"Al Shorta SC"
832,35,"Frans Putros",,26,后卫,,,,1993-07-14,,,"Persib Bandung"
833,36,"Ørjan Nyland",,1,守门员,,,,1990-09-10,,,"Sevilla FC"
834,36,"Morten Thorsby",,2,中场,,,,1996-05-05,,,"US Cremonese"
835,36,"Kristoffer Ajer",,3,后卫,,,,1998-04-17,,,"Brentford FC"
836,36,"Leo Østigård",,4,后卫,,,,1999-11-28,,,"Genoa CFC"
837,36,"David Møller Wolfe",,5,后卫,,,,2002-04-23,,,"Wolverhampton Wanderers FC"
838,36,"Patrick Berg",,6,中场,,,,1997-11-24,,,"FK Bodø/Glimt"
839,36,"Alexander Sørloth",,7,前锋,,,,1995-12-05,,,"Atlético De Madrid"
840,36,"Sander Berge",,8,中场,,,,1998-02-14,,,"Fulham FC"
841,36,"Erling Haaland",,9,前锋,,,,2000-07-21,,,"Manchester City FC"
842,36,"Martin Ødegaard",,10,中场,,,,1998-12-17,,,"Arsenal FC"
843,36,"Jørgen Strand Larsen",,11,前锋,,,,2000-02-06,,,"Crystal Palace FC"
844,36,"Sander Tangvik",,12,守门员,,,,2002-11-29,,,"Hamburger SV"
845,36,"Egil Selvik",,13,守门员,,,,1997-07-30,,,"Watford FC"
846,36,"Fredrik Aursnes",,14,中场,,,,1995-12-10,,,"SL Benfica"
847,36,"Fredrik André Bjørkan",,15,后卫,,,,1998-08-21,,,"FK Bodø/Glimt"
848,36,"Marcus Holmgren Pedersen",,16,后卫,,,,2000-07-16,,,"Torino FC"
849,36,"Torbjørn Heggem",,17,后卫,,,,1999-01-12,,,"Bologna FC"
850,36,"Kristian Thorstvedt",,18,中场,,,,1999-03-13,,,"US Sassuolo"
851,36,"Thelo Aasgaard",,19,中场,,,,2002-05-02,,,"Rangers FC"
852,36,"Antonio Nusa",,20,前锋,,,,2005-04-17,,,"RB Leipzig"
853,36,"Andreas Schjelderup",,21,中场,,,,2004-06-01,,,"SL Benfica"
854,36,"Oscar Bobb",,22,中场,,,,2003-07-12,,,"Fulham FC"
855,36,"Jens Petter Hauge",,23,中场,,,,1999-10-12,,,"FK Bodø/Glimt"
856,36,"Sondre Langås",,24,后卫,,,,2001-02-02,,,"Derby County FC"
857,36,"Henrik Falchener",,25,后卫,,,,2003-05-08,,,"Viking Stavanger"
858,36,"Julian Ryerson",,26,前锋,,,,1997-11-17,,,"Borussia Dortmund"
859,34,"Yehvann Diouf",,1,守门员,,,,1999-11-16,,,"OGC Nice"
860,34,"Mamadou Sarr",,2,后卫,,,,2005-08-29,,,"Chelsea FC"
861,34,"Kalidou Koulibaly",,3,后卫,,,,1991-06-20,,,"Al Hilal SC"
862,34,"Abdoulaye Seck",,4,后卫,,,,1992-06-04,,,"Maccabi Haifa FC"
863,34,"Idrissa Gueye",,5,中场,,,,1989-09-26,,,"Everton FC"
864,34,"Pathé Ciss",,6,中场,,,,1994-03-16,,,"Rayo Vallecano"
865,34,"Assane Diao",,7,前锋,,,,2005-09-07,,,"Como"
866,34,"Lamine Camara",,8,中场,,,,2004-01-01,,,"AS Monaco"
867,34,"Bamba Dieng",,9,前锋,,,,2000-03-23,,,"FC Lorient"
868,34,"Sadio Mané",,10,前锋,,,,1992-04-10,,,"Al Nassr FC"
869,34,"Nicolas Jackson",,11,前锋,,,,2001-06-20,,,"FC Bayern München"
870,34,"Cherif Ndiaye",,12,前锋,,,,1996-01-23,,,"Samsunspor"
871,34,"Iliman Ndiaye",,13,前锋,,,,2000-03-06,,,"Everton FC"
872,34,"Ismail Jakobs",,14,后卫,,,,1999-08-17,,,"Galatasaray SK"
873,34,"Krépin Diatta",,15,后卫,,,,1999-02-25,,,"AS Monaco"
874,34,"Édouard Mendy",,16,守门员,,,,1992-03-01,,,"Al Ahli FC"
875,34,"Pape Matar Sarr",,17,中场,,,,2002-09-14,,,"Tottenham Hotspur FC"
876,34,"Ismaïla Sarr",,18,前锋,,,,1998-02-25,,,"Crystal Palace FC"
877,34,"Moussa Niakhaté",,19,后卫,,,,1996-03-08,,,"Olympique Lyonnais"
878,34,"Ibrahim Mbaye",,20,前锋,,,,2008-01-24,,,"Paris Saint-Germain"
879,34,"Habib Diarra",,21,中场,,,,2004-01-03,,,"Sunderland AFC"
880,34,"Bara Sapoko Ndiaye",,22,中场,,,,2007-12-31,,,"FC Bayern München"
881,34,"Mory Diaw",,23,守门员,,,,1993-06-22,,,"Le Havre AC"
882,34,"Antoine Mendy",,24,后卫,,,,2004-05-27,,,"OGC Nice"
883,34,"El Hadji Malick Diouf",,25,后卫,,,,2004-12-29,,,"West Ham United FC"
884,34,"Pape Gueye",,26,中场,,,,1999-01-24,,,"Villarreal CF"
885,38,"Melvin Mastil",,1,守门员,,,,2000-02-19,,,"FC Stade Nyonnais"
886,38,"Aïssa Mandi",,2,后卫,,,,1991-10-22,,,"Lille OSC"
887,38,"Achref Abada",,3,后卫,,,,1999-06-15,,,"USM Alger"
888,38,"Mohamed Amine Tougai",,4,后卫,,,,2000-01-22,,,"Espérance De Tunisie"
889,38,"Zineddine Belaïd",,5,后卫,,,,1999-03-20,,,"JS Kabylie"
890,38,"Ramiz Zerrouki",,6,中场,,,,1998-05-26,,,"FC Twente"
891,38,"Riyad Mahrez",,7,前锋,,,,1991-02-21,,,"Al Ahli FC"
892,38,"Houssem Aouar",,8,中场,,,,1998-06-30,,,"Al Ittihad"
893,38,"Amine Gouiri",,9,前锋,,,,2000-02-16,,,"Olympique Marseille"
894,38,"Farès Chaïbi",,10,中场,,,,2002-11-28,,,"Eintracht Frankfurt"
895,38,"Anis Hadj Moussa",,11,前锋,,,,2002-02-11,,,"Feyenoord Rotterdam"
896,38,"Nadhir Benbouali",,12,前锋,,,,2000-04-17,,,"Györi ETO FC"
897,38,"Jaouen Hadjam",,13,后卫,,,,2003-03-26,,,"BSC Young Boys"
898,38,"Hicham Boudaoui",,14,中场,,,,1999-09-23,,,"OGC Nice"
899,38,"Rayan Aït-Nouri",,15,后卫,,,,2001-06-06,,,"Manchester City FC"
900,38,"Oussama Benbot",,16,守门员,,,,1994-10-11,,,"USM Alger"
901,38,"Rafik Belghali",,17,后卫,,,,2002-06-07,,,"Hellas Verona FC"
902,38,"Mohamed Amoura",,18,前锋,,,,2000-05-09,,,"VfL Wolfsburg"
903,38,"Nabil Bentaleb",,19,中场,,,,1994-11-24,,,"Lille OSC"
904,38,"Adil Boulbina",,20,前锋,,,,2003-05-02,,,"Al Duhail SC"
905,38,"Ramy Bensebaini",,21,后卫,,,,1995-04-16,,,"Borussia Dortmund"
906,38,"Ibrahim Maza",,22,中场,,,,2005-11-24,,,"Bayer 04 Leverkusen"
907,38,"Luca Zidane",,23,守门员,,,,1998-05-13,,,"Granada CF"
908,38,"Yacine Titraoui",,24,中场,,,,2003-08-26,,,"Sporting Charleroi"
909,38,"Farès Ghedjemis",,25,前锋,,,,2002-09-06,,,"Frosinone"
910,38,"Samir Chergui",,26,后卫,,,,1999-02-06,,,"Paris FC"
911,37,"Juan Musso",,1,守门员,,,,1994-05-06,,,"Atlético De Madrid"
912,37,"Marcos Nicolás Senesi Baron",,2,中场,,,,1997-05-10,,,"AFC Bournemouth"
913,37,"Nicolás Tagliafico",,3,后卫,,,,1992-08-31,,,"Olympique Lyonnais"
914,37,"Gonzalo Montiel",,4,后卫,,,,1997-01-01,,,"CA River Plate"
915,37,"Leandro Paredes",,5,中场,,,,1994-06-29,,,"CA Boca Juniors"
916,37,"Lisandro Martínez",,6,后卫,,,,1998-01-18,,,"Manchester United FC"
917,37,"Rodrigo De Paul",,7,中场,,,,1994-05-24,,,"Inter Miami CF"
918,37,"Valentín Barco",,8,中场,,,,2004-07-23,,,"RC Strasbourg"
919,37,"Julián Alvarez",,9,前锋,,,,2000-01-31,,,"Atlético De Madrid"
920,37,"Lionel Messi",,10,前锋,,,,1987-06-24,,,"Inter Miami CF"
921,37,"Giovani Lo Celso",,11,中场,,,,1996-04-09,,,"Real Betis"
922,37,"Gerónimo Rulli",,12,守门员,,,,1992-05-20,,,"Olympique Marseille"
923,37,"Cristian Romero",,13,后卫,,,,1998-04-27,,,"Tottenham Hotspur FC"
924,37,"Exequiel Palacios",,14,中场,,,,1998-10-05,,,"Bayer 04 Leverkusen"
925,37,"Nicolás González",,15,中场,,,,1998-04-06,,,"Atlético De Madrid"
926,37,"Thiago Almada",,16,前锋,,,,2001-04-26,,,"Atlético De Madrid"
927,37,"Giuliano Simeone",,17,前锋,,,,2002-12-18,,,"Atlético De Madrid"
928,37,"Nico Paz",,18,前锋,,,,2004-09-08,,,"Como"
929,37,"Nicolás Otamendi",,19,后卫,,,,1988-02-12,,,"SL Benfica"
930,37,"Alexis Mac Allister",,20,中场,,,,1998-12-24,,,"Liverpool FC"
931,37,"José Manuel López",,21,前锋,,,,2000-12-06,,,"SE Palmeiras"
932,37,"Lautaro Martínez",,22,前锋,,,,1997-08-22,,,"FC Internazionale Milano"
933,37,"Emiliano Martínez",,23,守门员,,,,1992-09-02,,,"Aston Villa FC"
934,37,"Enzo Fernández",,24,中场,,,,2001-01-17,,,"Chelsea FC"
935,37,"Facundo Medina",,25,后卫,,,,1999-05-28,,,"Olympique Marseille"
936,37,"Nahuel Molina",,26,后卫,,,,1998-04-06,,,"Atlético De Madrid"
937,39,"Alexander Schlager",,1,守门员,,,,1996-02-01,,,"FC Red Bull Salzburg"
938,39,"David Affengruber",,2,后卫,,,,2001-03-19,,,"Elche CF"
939,39,"Kevin Danso",,3,后卫,,,,1998-09-19,,,"Tottenham Hotspur FC"
940,39,"Xaver Schlager",,4,中场,,,,1997-09-28,,,"RB Leipzig"
941,39,"Stefan Posch",,5,后卫,,,,1997-05-14,,,"1. FSV Mainz 05"
942,39,"Nicolas Seiwald",,6,中场,,,,2001-05-04,,,"RB Leipzig"
943,39,"Marko Arnautović",,7,前锋,,,,1989-04-19,,,"FK Crvena Zvezda"
